Title,Size(m2),#Room,Price(TL),Date,District, Neigborhood, Address,Page Number
Çarşı içinde Büyük mutfaklı kiralık ev,120,2+1,20000,10-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,32
FDN'den Panoramik Manzaralı Çırağan 57 Residans'da Kiralık 1+1,80,1+1,68500,12-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,32
BEŞİKTAŞ SERENCEBEY'DE OTOPARKLI BAHÇELİ BİNADA KİRALIK DAİRE,90,2+1,25000,10-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,32
Ertan Sağnak'tan Nispetiye'de 3+1 Otoparklı Metroya Yakın,110,3+1,25000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,32
ORTAKÖY'DE YENİ BİNADA BAHÇELİ OTOPARKLI SÜTÜDYO DAİRE.,35,Stüdyo (1+0),15000,10-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,32
ABBASAĞA PARALELİNDE ARAKAT 2+1 KİRALIK DAİRE,100,2+1,15000,10-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,32
"SAHİLE YAKIN KONUMDA FULL EŞYALI,2+1,MÜSTAKİL BAHÇELİ,BAHÇEKATI",89,2+1,17000,10-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,32
Etiler Nispetiyede Nezih Lokasyonda Daire,150,3+1,32000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,32
ORTAKÖYDE BAHÇE KATI 2+1 80M2 KİRALIK DAİRE,90,2+1,10000,10-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,32
İSTANBUL BEŞİKTAŞ GAYRETTEPE DE 3+1 ful möbleli,140,3+1,32500,12-07-2023,Gayrettepe,NA,Gayrettepe,32
Sahibinden Gayrettepe de Kiralık Dublex Teraslı Daire,120,2+1,24000,10-07-2023,Gayrettepe,NA,Gayrettepe,32
"OPUS PROJECT'TEN SELENIUM RESİDENCE 3,5+1 KİRALIK BOŞ DAİRE",222,3.5+1,110000,10-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,32
"AYCAN,DAN ABBASAĞA,DA BAHÇEŞEHİR KUZEY KAMPÜSÜ YAKINI KOMBİLİ",80,2+1,15000,11-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,32
Yüksel Önder'den Akaretler'de Ful Eşyalı Kiralık Hesaplı Dublex,90,2+1,20000,10-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,32
4.LEVENT KONAKLAR DA SPORCULAR PARKI KARŞISI KAPANMAZ MANZARALI,150,3+1,35000,10-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,32
Levazım Aydın sitesi ferah 3+1 Аренда,163,3+1,50000,10-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,32
BEŞİKTAŞTA KİRALIK EV,80,2+1,22500,10-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,32
ULUS MUHTEŞEM LÜKS BAHÇE DUBLEKSİ MERKEZİ KONUMDA EŞYALI KİRALIK,245,4+1,97000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,32
İSTANBUL BEŞİKTAŞ MEYDAN'DA 1+0 EŞYALI KİRALIK DAİRE,50,Stüdyo (1+0),28500,10-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,33
49 REALTY'DEN SELENİUM RESİDENCE'DA YÜKSEK KAT 1+1 KİRALIK,92,1+1,45000,11-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,33
49 REALTY'DEN ÇİFTÇİ TOWER'DA BOĞAZ MANZARALI 3+1 KİRALIK DAİRE,222,3+1,184000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,33
OPUS PROJECT'TEN ÇİFTÇİ TOWER BOĞAZ MANZARALI 3+1 KİRALIK DAİRE,222,3+1,185000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,33
LEVENT NİSBETİYE CAD TÖREN SOKAKTA KİRALIK 3+1 DAİRE,150,3+1,28000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,33
Beşiktaş Yeni Eşyalı 1+1 Kiralık (904),72,1+1,37490,12-07-2023,Bebek,NA,Bebek,33
_BAYRAKTAR'DAN ÇARŞIDA BANYO VE MUTFAK ORTAK KULLANIMLI 30M2 ODA,28,Stüdyo (1+0),7000,10-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,33
USTADAN: ORTAKÖYDE 1+1 MÖBLELİ YÜKSEK GİRİŞ 19 YILLIK APARTMANDA,65,1+1,17500,10-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,33
Akmerkez yanı üç cepheli ara kat 4+1 temiz daire,180,4+1,50000,10-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,33
"LEVENT ENGİN SİTESİ'NDE MÜKEMMEL KONUMDA, FERAH, MASRAFSIZ DAİRE",160,3+1,35000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,33
1.ULUS ADNAN SAYGUN'DA BÜYÜK SALONLU 250m2 KLAS APT. 5+1/FIRSAT,255,5+1,90000,11-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,33
"Sahile 5 dak.Eşsiz,n­ezih,dingin konumda.Şahane Boğaz manzaralı.",110,2+1,35000,10-07-2023,Bebek,NA,Bebek,33
DEREBOYU CAD.1+1 KİRALIK DAİRE,87,1+1,16000,10-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,33
REMAX PRO2 GAYRETTEPE'DE KİRALIK 4+1 TADİLATLI FERAH DAİRE,250,4+1,30000,10-07-2023,Gayrettepe,NA,Gayrettepe,33
"EFOR'DAN, ARA KAT, KOMBİLİ, BALKONLU, FULL EŞYALI 3+1 DAİRE.....",95,3+1,20000,10-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,33
"4.Levent Armakent'te, Ful Mobilyalı Bakımlı Ara kat Kiralık Dair",155,3+1,55000,10-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,33
,,,NA,2023-07-20,,NA,,33
"METE'dn Ulus Prestijli Sit,En İyi Blok,Teras,Yüksek Tavan,Dublex",361,4+2,150000,14-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,33
"Ulus Savoy Da Kiralık 3.5+1 Ultra Lüks Önü Açık Daire, Yooist",165,4+1,140000,10-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,33
"BEBEK'TE SAHİLE 3 DK BALKON,KOMBİ,YÜKSEK TAVAN AİDAT YOK",80,2+1,40000,10-07-2023,Bebek,NA,Bebek,33
BEBEKTE KİRALIK OTOPARK BAHÇE MANZARALI,80,2+1,30000,10-07-2023,Etiler,NA,Etiler,33
VALİZİNİ AL GEL !!! sahibinden faturalar dahil eşyalı,20,Stüdyo (1+0),9500,10-07-2023,Levent,NA,Levent,34
ETİLER BEBEKÖY KARŞISI EŞYALI KİRALIK DAİRE 3+1,120,3+1,70000,10-07-2023,Etiler,NA,Etiler,34
ULUS' TA SİTE İÇERİSİNDE ÖZEL DEKORASYONLU EŞYALI KİRALIK 3+1,135,3+1,85000,10-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,34
FDN'den Tek Yetkili Ortaköyde Full Eşyalı 1+1 Kiralık Daire,70,1+1,26000,09-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,34
ORHAN TOPAY DAN KOZA SİTESİNDE YEŞİLLİKLER İÇERİSİNDE,130,3+1,30000,09-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,34
KLATT'dan Besiktas 3+1 FULLY FURNISHED Carpark GardenUse Pool,130,3+1,75000,09-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,34
ORTAKÖY MERKEZDE KAÇIRILMAZ FIRSATTA 2+1,70,2+1,14000,09-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,34
Beşiktaş Gayrettepe ' de Herşey Dahil 1+1 Eşyalı Daire,60,1+1,39000,09-07-2023,Gayrettepe,NA,Gayrettepe,34
GAYRETTEPE DE MANZARALI YENİLENMİŞ AÇIK KAPALI OTOPARKLI DAİRE,180,3+1,37500,09-07-2023,Gayrettepe,NA,Gayrettepe,34
Etiler Çamlık'ta Kiralık Panoramik Özel Manzaralı Daire,200,2+1,150000,09-07-2023,Etiler,NA,Etiler,34
ULUS TRT'ye Yakın Kısmi Manzaralı Full Tadilatlı Kiralık Daire,125,3+1,55000,10-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,34
BUĞRA'DAN FİLİZ SK.TA BULVARA YAKIN ASANSÖRLÜ M.SİSTEM 3+1 DAİR,120,3+1,18000,09-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,34
4.Levent Metro Durağı Dibinde,110,2+1,23000,09-07-2023,Levent,NA,Levent,34
ETİLER ALKENT SİTESİNDE MODERN 4+1 FULL MOBİLYALI KİRALIK DAİRE,240,4.5+1,175000,10-07-2023,Etiler,NA,Etiler,34
"Öğrenciye uygun eşyalı, faturalar dahil kiralama",55,1+1,22500,09-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,34
KİRALIK ULUSTA DENİZ MANZARALI LUx ESYALI 3+1 DAİRE,130,3+1,50000,09-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,34
İTÜ MAÇKA KAMPÜSÜNE KOMŞU 2+1 DAİRE FIRSATI,100,2+1,27000,09-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,34
GÜVEN'DEN DİKİLİTAŞ'TA 14 YILLIK GENÇ BİNADA ASANSÖRLÜ TEMİZ 2+1,90,2+1,21000,11-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,34
BEŞİKTAŞ KİRALIK NİSPETİYE ON'DA LÜX 5+1 ÖNÜ AÇIK DAİRE,440,5+1,275000,09-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,34
Sahibinden Sıfır Binada 2+1 Ara Kat Asansörlü Kiralık,80,2+1,27000,09-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,34
NİSBETİYE'DE FULL EŞYALI 2+1 BAKIMLI 120 M2 KİRALIK DAİRE,120,2+1,35000,13-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,35
ETİLER NİSPETIYEDE MUHTEŞEM LOKASYONDA MİMARİ TASARIMLI DAİRE,135,2.5+1,26000,09-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,35
LEVENT METRO YANI SIFIR EŞYALI LÜKS DAİRE,65,1+1,25000,11-07-2023,Levent,NA,Levent,35
"Ortaköy Palanga caddesinde,otoparklı , 3+1, 130m2, bakımlı daire",150,3+1,30000,10-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,35
Etilerde full eşyalı kiralık site içnde 3+1 daire,125,3+1,30000,09-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,35
HERŞEY DAHİL EŞYALI UZUN VE KISA DÖNEM KİRALAMA 2+1 DAİRE,92,2+1,31500,13-07-2023,Gayrettepe,NA,Gayrettepe,35
,,,NA,2023-07-20,,NA,,35
YILDIZ POSTA CADDESİ METRO YAKIN 3+1 KONUT & OFİS,160,3+1,22000,09-07-2023,Gayrettepe,NA,Gayrettepe,35
FULLY FURNISHED IN THE YENI ULUS,225,3.5+1,75000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,35
"Bebek'de sahile yakın manzaralı bahçe, balkon kullanımlı daire..",167,2+1,75000,10-07-2023,Bebek,NA,Bebek,35
AKATLAR MAYA SİTESİNDE 6-12 AY KİRALAMAYA UYGUN EŞYALI 3+1 DAİRE,156,3+1,86950,10-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,35
besiktas ortakoy merkezde,80,2+1,16000,09-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,35
1.Levent Engin Sitesinde Full Mobilyalı Vadi Manzaralı,150,2+1,47500,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,35
Beşiktaşta Sahile Yürüme Mesafesinde Kiralık Eşyalı Daire,80,2+1,30000,09-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,35
BAHÇEŞEHİR KUZEY KAMPÜSÜ YAKINI EŞYALI YENİ BİNADA,50,1+1,13500,10-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,35
Ulus da Full Aktiveiteli Site de Bakımlı Mobilyalı -Boş Daire,240,4+1,110000,12-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,35
'ATMACA' BEŞİKTAŞ DERYADİL DE 2+1 EŞYALI UYGUN FİYATA DAİRE,80,2+1,13000,10-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,35
OPUS PROJECT'TEN SELENIUM RESİDENCE MANZARALI YÜKSEK KAT 1+1 BOŞ,96,1+1,45000,10-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,35
NİSPETİYE ON da 1+1 LÜKS MOBİLYALI KİRALIK DAİRE,81,1+1,55000,09-07-2023,Levent,NA,Levent,35
LEVAZIMDA KİRALIK YEŞİLLİKLER İÇERSİNDE 2+1 DAİRE,120,2+1,33000,11-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,35
METE'den Ulus Ortaköy Arası Sıfır 1+1 Daireler 15 Ağustos Teslim,42,1+1,25000,14-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,35
YILMAZ EMLAK ORTAKÖYDE MERKEZDE ARAKAT BALKONLU KÖŞE DAİRE,80,2+1,21000,10-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,36
"Luxury Furnished House,Built 2006,Close to Mef School,Security",169,2+1,65000,10-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,36
"7/24 GÜVENLİK, BAHÇELİ,DENİZ MANZARALI,OTOPARKLI 2+1 100M2 DAİRE",120,2+1,30000,09-07-2023,Bebek,NA,Bebek,36
BEŞİKTAŞ ÇIRAĞANDA HERŞEY DAHİL 2+1 FULL EŞYALI KİRALIK DAİRE..,75,2+1,22000,10-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,36
Ulus'ta Boğaziçi Manzaralı Site İçinde Tripleks Kiralık Daire,300,3+1,270000,11-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,36
Akmerkez yanı 3+1 yüksekgiriş bahçe kullanımlı otoparklı temiz,120,3+1,26000,10-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,36
Kibele Sitesi Eşyalı Kiralık,240,4+1,115000,12-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,36
Beşiktaş Çarşıda Türkalide Kısa ve Uzun Dönem Kiralık Daire,85,2+1,32000,09-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,36
"KLATT'dan Besiktas 2+1 FURNISHED 85sqm, Carpark GardenUse Pool",90,2+1,52000,09-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,36
"Beşiktaş Gayrettepe ' de Fatura, Aidat Yok Eşyalı 2+1",80,2+1,45000,09-07-2023,Gayrettepe,NA,Gayrettepe,36
"Gayrettepe-Fulya 1+1, 2+1, 3+1 full eşyalı kiralık daire",90,2+1,30000,08-07-2023,Gayrettepe,NA,Gayrettepe,36
AKATLAR MAYA SİTESİNDE ARA KAT DAİRE.,155,3+1,45000,08-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,36
SAHİBİNDEN TEMİZ DAİRE,70,2+1,15000,08-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,36
BUĞRA'DAN FİLİZ SK.TA BULVARA YAKIN ASANSÖRLÜ M.SİSTEM 3+1 DAİR,120,3+1,20000,09-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,36
BEBEK'TE SAHİLE YÜRÜME MESAFESİNDE BAHÇE KATI OFİS - KONUT,90,2+1,30000,08-07-2023,Bebek,NA,Bebek,36
Bebeköy Backyard Karşısı Eşyalı Kiralık Daire 3+1 bebek etiler,110,3+1,70000,08-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,36
AKMERKEZ SHOPPİNG MALL ACROSS LUXURY FULLY FURNISHED 4+1,240,4+1,200000,08-07-2023,Etiler,NA,Etiler,36
,,,NA,2023-07-20,,NA,,36
ORTAKÖY LEVAZIM MARTAN SİTESİNDE HAVUZLU 4+1 KİRALIK DAİRE,240,4+1,95000,08-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,36
Uğursoy 'dan full eşya tadilatlı Beşiktaş da 2+1 öğrencilere,105,2+1,25000,08-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,36
NURSİMDEN BEŞİKTAŞDA KİRALIK DAİRE BARBOROS BULVARINDA,150,3+1,70000,12-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,36
NURSİMDEN BEŞİKTAŞDA KİRALIK DAİRE BARBOROS BULVARINDA,150,3+1,70000,12-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,37
MAÇKA AKARETLERDE FULL EŞYALI KISA-UZUN DÖNEM KİRALIK DAİRE,51,1+1,27500,08-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,37
Zorlu Center'a Yürüme Mesafesinde Önü Açık Kiralık 3+1 Daire,150,3+1,32000,08-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,37
ORTAKÖY'DE YENİ BİNADA 1+1 65 M2 EŞYALI KİRALIK DAİRE,75,1+1,19950,08-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,37
BEŞİKTAŞ MERKEZDE KOMPLE EŞYALI ARA KAT BALKONLU KİRALIK DAİRE,85,2+1,30000,08-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,37
BEŞİKTAŞ SERENCEBEY'DE ARA KAT BALKONLU BAKIMLI KİRALIK DAİRE,125,3+1,21000,08-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,37
Levent'te Site İçinde 5+1 220 M2 Kiralık Lüx Daire,220,5+1,72500,08-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,37
BEBEK'TE BOĞAZ MANZARALI 2+1 KİRALIK DAİRE,120,2+1,40000,11-07-2023,Bebek,NA,Bebek,37
GAYRETTEPE'NİN EN NEZİH BÖLGESİNDE 4+1 DUBLEKS (0 BINA),200,4+1,60000,08-07-2023,Gayrettepe,NA,Gayrettepe,37
Ulus Vadi Konutları Yanı Lüx Eşyalı 1+1 Kiralık Daire,85,1+1,29000,10-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,37
KİRALIK BEBEKTE MANZARALI 3+1 DAİRE,150,3+1,60000,08-07-2023,Bebek,NA,Bebek,37
LEVENT METRO KANYON AVM VE ÖZDİLEK YANI 1+1 SIFIR EŞYALI DAİRE,65,1+1,25000,11-07-2023,Levent,NA,Levent,37
Robert Kolejine Yürüme Mesafesinede 3+1 120m2 Eşyalı 1. Kat,130,3+1,45000,11-07-2023,Levazım,Kültür Mh.,Levazım Kültür Mh.,37
,,,NA,2023-07-20,,NA,,37
"AHMET PAÇA'DAN PRESTİJLİ FULL AKTİVİTELİ,HAVUZLU SİTEDE,4+1",225,4+1,100000,11-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,37
ALTIN EMLAK'TAN ULUS THY SİTESİ TRT KARŞISI 3+1 KİRALIK DAİRE,120,3+1,22000,08-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,37
BEBEK PARKINA ADIM MESAFESİNDE YENİ MOBİLYALI 3+1 DAİRE,120,3+1,50000,10-07-2023,Bebek,NA,Bebek,37
ETİLERDE GÜVENLİKLİ SİTEDE 2+1 BALKONLU FERAH DAİRE,90,2+1,22000,08-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,37
ETİLER SİTE LÜX BAHÇELİ DEKORASYONLU KİRALIK,150,3+1,60000,08-07-2023,Etiler,NA,Etiler,37
BİRKENT 'DE METROYA VE METROBÜSE YAKIN BAHÇE KULLANIMLI GİRİŞ,95,2+1,25000,08-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,37
SECRET House'dan boş 3+1 giriş katı,160,3+1,21000,08-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,37
175m2 BEŞİKTAŞ AKAT MAH GENÇ BİNA(HASARSIZLIK RAPOR ALINMIŞ)3+1,175,3+1,55000,08-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,38
Beşiktaş Modern Eşyalı 3+1 Kiralık (570),132,3+1,45490,08-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,38
ORTAKÖY'DEMUHTEŞEM BOĞAZ MANZARALI EŞYALI DAİRE.,65,1+1,40000,10-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,38
AKMERKEZE YAKIN LÜKS MOBİLYALI DAİRE,220,3+1,55000,08-07-2023,Etiler,NA,Etiler,38
YENİ ULUS SİTESİNDE SMB'den,223,4+1,80000,10-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,38
Beşiktaşta Eşyalı 1+1 Kiralık Daire,55,1+1,20000,09-07-2023,Abbasağa,Cihannüma Mh.,Abbasağa Cihannüma Mh.,38
Temiz eşyalı merkezi konumda kiralık daire veya oda,65,1+1,500,08-07-2023,Levent,NA,Levent,38
ORTAKÖY MERKEZDE FULL EŞYALI KİRALIK 2+1 DAİRE SAHİLE 300METRE,70,2+1,15000,08-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,38
BAHÇE KATI BAKIMI YAPILMIŞ 2+1 KİRALIK DAİRE,85,2+1,13000,08-07-2023,Abbasağa,Sinanpaşa Mh.,Abbasağa Sinanpaşa Mh.,38
AKSU'DAN GAZİ REFİK SOKAK 1+1 75M2 3.KAT KİRALIK DAİRE,75,1+1,13000,08-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,38
GÜVEN'DEN DİKİLİTAŞ'TA YENİ BİNADA TERTEMİZ 2+1 DAİRE...,65,2+1,18000,11-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,38
METE'den Sarıkonaklar Sitesi İçi Bakımlı Kiralık Ara Kat Daire,220,4+1,115000,08-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,38
ULUS SAVOY SİTESİNDE 4.5+1 BOŞ KİRALIK BAHÇE DUBLEKSİ,255,4.5+1,355000,09-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,38
Remax Time Bebek'te muhteşem manzaralı kiralık yol yalı dairesi,140,2.5+1,120000,08-07-2023,Bebek,NA,Bebek,38
ETİLER'DE 6-12 AY KİRALAMAYA UYGUN EŞYALI 3+1 DAİRE,108,3+1,41450,10-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,38
KONAK EMLAK 3+1 120 m2 BJK PLAZA YAKIN ARAKAT KİRALIK DAİRE,130,3+1,28600,08-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,38
Robert Korusu Yanı Kiralık İçi Yenilenmiş Bahçe Katı,110,2+1,22000,10-07-2023,Arnavutköy,Kuruçeşme Mh.,Arnavutköy Kuruçeşme Mh.,38
CADDE PARELELİ ARA KAT 1+1 KOMBİLİ,65,1+1,14000,12-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,38
"METE'den Boğaz Manzaralı,Ba­lkonlu,Özel Dekorasyonlu,Lüks Daire",211,3.5+1,120000,08-07-2023,Bebek,NA,Bebek,38
Beşiktaş Etiler Seba Ala 115m2 bahçe kullanımlı bahçe kat,115,2+1,45000,08-07-2023,Etiler,NA,Etiler,38
"ULUS SAVOY KİRALIK 3,5+1 OTURUMA HAZIR GÜNCEL DAİRE",160,3+1,140000,08-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,39
ETİLERDE METROYA YAKIN AZ KATLI BİNADA 3+1 KİRALIK DAİRE.,115,3+1,27000,08-07-2023,Etiler,NA,Etiler,39
,,,NA,2023-07-20,,NA,,39
"SİZE ÖZEL ETİLERDE GÜVENLİKLİ,OTO­PARKLI,BAHÇELİ 2+1",90,2+1,20000,10-07-2023,Etiler,NA,Etiler,39
USTADAN: ORTAKÖYDE FULL MÖBLELİ 2+1 75M2 2.KAT AÇIK MUTFAK FERAH,80,2+1,20000,10-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,39
Beşiktaş Çarşı'da Yüksek Tavanlı Tarihi Binada Kiralık,75,2+1,16500,08-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,39
DİKİLİTAŞ'DA KİRALIK EŞYALI DAİRE,80,2+1,22000,08-07-2023,Gayrettepe,Dikilitaş Mh.,Gayrettepe Dikilitaş Mh.,39
Ulus Savoy Kiralık Bahçeli Muhteşem Dublex,255,4.5+1,300000,10-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,39
Şişli Terakkiye 400 m Mesafede 4+1 Kiralık Bahçe Dublex,190,4+1,32500,10-07-2023,Akatlar,Akat Mah.,Akatlar Akat Mah.,39
ETİLERDE KISMİ BOĞAZ MANZARALI 3+1 TEMİZ BAKIMLI KİRALIK DAİRE,130,3+1,60000,08-07-2023,Etiler,NA,Etiler,39
besiktas ihlamurderede bayana stüdyo,30,Stüdyo (1+0),6250,08-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,39
EŞYALI 2+1 KOMBILI DAIRE ORTAKÖY DE,70,2+1,16000,09-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,39
Ulus'da Prestijli Sitede Kiralık 2+1 Daire,95,2+1,35000,10-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,39
ORTAKÖY SAHİLE 2DK YENİ TADİLATLI 3 KAT FULL EŞYALI,70,1+1,30000,11-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,39
Serencebey'de taşınmaya hazır pırıl pırıl daire!,90,2.5+1,23000,07-07-2023,Gayrettepe,Yıldız Mh.,Gayrettepe Yıldız Mh.,39
Ortaköy'de bakımlı 2+1 Masrafsız daire,95,2+1,16000,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,39
LEVENT SPORCULAR PARKI KARŞISINDA 3+1 150m2 KİRALIK,160,3+1,35000,07-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,39
KAYA A.Ş ULUS ETİTEK SİT. GÜVENLİKLİ OTOPARKLI EŞYALI LÜKS DAİRE,130,3+1,47000,07-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,39
BEŞİKTAŞ HÜSREV GEREDE KİRALIK İÇİ YENİLENMİŞ DENİZ MANZARALI,120,2+1,35000,07-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,39
